id field ra dec z lmass uv vj 
8925.0 AEGIS 215.2013092 53.02927399 1.5063 10.45 0.9380074476603895 0.5526788812558328
8926.0 AEGIS 215.13786316 52.98674011 2.4219 9.59 0.6648013030849669 -0.1661328583094442
8927.0 AEGIS 214.75387573 52.71290588 1.8298 9.74 0.5298104868204816 0.5660363353828937
8928.0 AEGIS 215.20875549 53.03615189 1.611 9.7 0.9762897046004746 0.8525116894197465
8940.0 AEGIS 214.90034485 52.81757736 0.6562 10.04 1.8911278454719194 1.2341424781450934
8948.0 AEGIS 215.03395081 52.91384125 1.6242 9.54 2.061996048626207 1.2635315055157594
8953.0 AEGIS 215.11206055 52.96476746 0.5524 10.51 1.4022326511902365 1.229042607344025
8954.0 AEGIS 215.09689331 52.95715714 1.1589 9.91 1.596274300537911 1.8350469792661375
8966.0 AEGIS 214.90951538 52.82503891 1.0153 9.55 0.8089941922880957 0.7797177689790504
8967.0 AEGIS 215.02331543 52.90491867 1.1755 9.98 0.8473083932649135 0.7009953786846466
8996.0 AEGIS 215.24139404 53.05909729 1.2636 10.51 1.9786554013581983 1.441469341069045
9003.0 AEGIS 215.13577271 52.98554993 2.0288 9.76 0.7838768278111329 0.8795032889590657
9009.0 AEGIS 215.13275146 52.98327637 2.4901 9.83 0.6208276959870206 -0.6927711480634018
9011.0 AEGIS 215.01316833 52.89810181 1.0743 9.79 0.6780409210069609 0.7237063628876211
9035.0 AEGIS 215.15327454 52.9978981 1.9612 9.65 0.46076259282942655 0.3732373781794103
9050.0 AEGIS 215.13244629 52.97965622 0.833 10.05 1.313349419723697 2.062128285667498
9053.0 AEGIS 215.13331604 52.98450089 2.5719 9.54 0.4096644437364743 0.5806827595734386
9058.0 AEGIS 215.10284424 52.9605484 0.7493 10.38 1.8168486746765566 1.8225451565121584
9077.0 AEGIS 215.15879822 53.00041199 1.2615 9.86 0.7271573689641144 0.5854684861848053
9118.0 AEGIS 215.03100586 52.91208267 1.8317 9.6 0.7297443930239861 0.5717514653144273
9121.0 AEGIS 214.80059814 52.74788284 1.789 10.13 0.8739486414291885 1.0577896334653722
9128.0 AEGIS 214.97621155 52.87248611 2.1277 11.32 1.956696408613292 1.1188540468667956
9135.0 AEGIS 214.78822327 52.74018097 2.5673 9.53 1.3348517592067584 1.1953693662563474
9140.0 AEGIS 214.73599243 52.7023735 2.3995 9.68 0.46917202477750214 0.1732912693763952
9142.0 AEGIS 214.75230408 52.71411133 1.8964 9.75 0.7691043479663624 0.8974673878588106
9156.0 AEGIS 214.99169922 52.88352203 0.9056 9.56 0.831362792796853 0.9559560571480088
9163.0 AEGIS 215.26533508 53.07704163 2.3259 10.85 1.2532920156846599 1.4725591274941876
9175.0 AEGIS 215.14865112 52.99543762 2.4402 10.74 1.6295095954743068 0.8565259061240428
9177.0 AEGIS 214.78649902 52.73844528 1.7844 10.08 1.3419593467145365 0.8986839997193341
9183.0 AEGIS 214.76127625 52.72037125 1.6336 9.89 0.6658023299568999 0.8328030052399842
9201.0 AEGIS 214.82524109 52.76634216 1.7992 10.52 1.622523874087978 1.3378695238265157
9202.0 AEGIS 214.86688232 52.7958107 2.0277 10.61 1.2108757968449404 1.1737574685495826
9224.0 AEGIS 215.08277893 52.94828415 1.3591 10.72 1.5364590917001395 1.5690147715668137
9225.0 AEGIS 215.04957581 52.92622757 2.3373 9.67 0.7107925811452603 1.2430116111091793
9233.0 AEGIS 214.99658203 52.88877869 2.5613 9.64 1.176504227598616 1.1281534202469543
9250.0 AEGIS 215.09884644 52.95986938 0.6984 9.86 1.72454372334191 1.0753993639478197
9251.0 AEGIS 214.73590088 52.70023727 0.6945 10.1 1.4390160396616385 2.184778380754549
9256.0 AEGIS 215.13864136 52.98910522 2.4981 9.87 0.7396810432907075 0.4883138739483586
9260.0 AEGIS 214.7297821 52.69841003 1.5655 9.68 0.8326589222958505 0.8150892968204397
9272.0 AEGIS 214.74108887 52.7060585 2.3256 10.43 1.1215501021516985 1.0099359826930951
9279.0 AEGIS 214.92129517 52.83213425 0.7844 10.91 1.9546760132465102 1.737083225298761
9280.0 AEGIS 215.12310791 52.97827911 2.4789 10.02 1.2231953787123369 1.4693700971490007
9295.0 AEGIS 214.7462616 52.71030045 2.262 9.46 0.543581896051991 0.22652778424961187
9314.0 AEGIS 215.06307983 52.93488693 2.2157 10.46 0.8007728168273871 0.6562616450673864
9319.0 AEGIS 215.13258362 52.98365402 2.4086 9.99 0.3646046117804417 0.4753863977338074
9325.0 AEGIS 215.15460205 53.0003891 1.9853 9.77 0.9043222546547678 0.4718648903392422
9328.0 AEGIS 215.08750916 52.94992065 0.4637 10.12 1.0155954013081456 1.0535510542372635
9335.0 AEGIS 215.15344238 52.99899292 1.9485 9.6 0.5936184198428963 0.3850592301615721
9341.0 AEGIS 214.85343933 52.78673935 0.468 9.43 1.7551362528719674 1.3591220900328578
9345.0 AEGIS 215.13864136 52.98783112 0.6454 9.98 1.8154232460948458 1.5074547502422497
9376.0 AEGIS 214.88793945 52.81108093 2.073 9.93 0.6697092485313506 0.5183023194304253
9386.0 AEGIS 214.96748352 52.86830139 1.8446 10.52 1.8310912344086028 1.1624365983597027
9388.0 AEGIS 215.1555481 53.00126648 2.3811 9.72 0.38576067830487976 0.36121369807183956
9396.0 AEGIS 215.23991394 53.06032181 2.3071 10.0 0.7023862318956269 0.5860066145522927
9404.0 AEGIS 214.78599548 52.73963165 2.5607 9.77 0.6328286778068494 1.0562722265362559
9405.0 AEGIS 215.12667847 52.98046112 0.9698 9.49 0.7261785498388029 0.8265067338701322
9406.0 AEGIS 214.95506287 52.85934067 1.5772 9.56 0.7995535171095165 1.3951591114166753
9410.0 AEGIS 215.13304138 52.98240662 0.8719 10.83 1.8663392950760032 1.323755146948538
9413.0 AEGIS 215.20619202 53.03616714 0.9098 9.51 0.6949550547890887 0.7518407908147273
9443.0 AEGIS 215.13574219 52.98762894 1.908 10.06 1.6895995365858216 1.8474256398263276
9444.0 AEGIS 214.76737976 52.72583389 1.4454 10.37 1.5413045143892208 2.02640134864805
9446.0 AEGIS 214.98495483 52.88101959 2.3196 9.84 0.9877203510688869 0.8589936597903602
9447.0 AEGIS 214.95535278 52.85949707 2.1773 10.84 1.340842188687822 1.3145171052401476
9453.0 AEGIS 215.12748718 52.98025513 0.5002 10.01 1.7889242839119928 1.3642309472498362
9466.0 AEGIS 214.97566223 52.87425613 1.6439 9.74 1.173160467837056 0.595534274254147
9467.0 AEGIS 215.14356995 52.99239349 1.431 9.48 0.9057687410713624 0.6075847282601101
9494.0 AEGIS 214.97593689 52.87398148 1.4593 10.29 1.0927711042528754 1.4547979836708254
9503.0 AEGIS 214.73213196 52.70058441 2.2746 10.4 0.8553508882464491 0.7926000058503728
9517.0 AEGIS 214.7311554 52.70071411 2.2324 9.78 0.8473265033495381 0.7942053967511529
9531.0 AEGIS 214.71781921 52.69117737 1.5511 9.49 0.7096122076348679 0.6450697557267465
9534.0 AEGIS 215.09580994 52.95756531 0.7974 9.92 1.6024075776048963 1.3297318197965882
9553.0 AEGIS 214.89912415 52.8200264 1.9957 10.67 1.5598936680716193 1.1259912649644828
9567.0 AEGIS 215.08163452 52.9499855 2.0391 10.02 0.7256981646850637 0.569041833858728
9570.0 AEGIS 215.10037231 52.9630661 1.0868 9.42 1.211418433830354 0.8112989531047593
9574.0 AEGIS 214.8883667 52.81324005 2.4355 9.79 0.6392830471193846 0.6941385205228099
9579.0 AEGIS 215.26423645 53.0784111 2.5479 10.36 0.9333098818604806 1.1373278256401995
9587.0 AEGIS 215.26609802 53.07883453 0.8214 10.11 0.8769227557218878 1.0390244877594408
9610.0 AEGIS 214.7585144 52.71895218 0.493 9.58 1.2719360114627507 1.43861032626441
9620.0 AEGIS 215.06340027 52.93667221 2.17 9.93 0.7346575192814078 0.7906146396064397
9629.0 AEGIS 214.97215271 52.87173843 1.662 10.25 1.7202118533406165 1.7864278096188242
9659.0 AEGIS 214.73892212 52.70685577 2.1427 9.71 0.5981880053619526 0.24067025101677855
9664.0 AEGIS 215.12522888 52.98118973 2.3781 10.01 0.8979056070129287 0.8533735814157648
9673.0 AEGIS 215.22055054 53.04819107 1.8506 9.87 0.978060079373392 0.6433322384236888
9676.0 AEGIS 214.88267517 52.80900955 1.4874 9.92 0.8330579402302427 0.6110234838684308
9705.0 AEGIS 214.74520874 52.71192932 2.4971 9.51 0.8598760180384312 0.8637863446550074
9726.0 AEGIS 214.92649841 52.83888245 0.822 9.88 1.2267127117258494 1.117519007002024
9729.0 AEGIS 215.17889404 53.01885223 1.2244 9.61 0.5623931704367414 0.456559379659875
9743.0 AEGIS 215.13990784 52.98818207 0.8015 10.84 2.229222927706713 1.7717367584966748
9744.0 AEGIS 215.21398926 53.04396439 1.7174 9.47 0.730345079009585 0.6166699140429796
9752.0 AEGIS 214.82228088 52.76658249 1.3656 9.46 0.8414201595070513 0.5752581999630355
9758.0 AEGIS 214.87927246 52.80651855 1.7112 10.39 1.0615136300240222 1.0474088089813063
9770.0 AEGIS 214.98403931 52.88158798 1.8409 9.63 0.8905279419205832 0.5552694040775086
9796.0 AEGIS 214.99893188 52.89257812 1.2764 9.55 0.6381102485516367 0.8442923259896786
9797.0 AEGIS 214.79447937 52.74695206 1.1983 10.18 1.7776860867167723 1.1445425157759066
9816.0 AEGIS 214.73402405 52.70413208 2.4623 9.62 0.6934129731545567 0.34248519982770664
9835.0 AEGIS 214.93685913 52.84832001 1.1925 9.62 0.5916242791464509 0.4849125446548106
9839.0 AEGIS 215.16706848 53.01144409 2.467 9.8 0.6552783924990934 0.5249509894459198
9842.0 AEGIS 214.83699036 52.77715683 1.2358 9.98 1.5071161024193307 1.0909499215548946
9844.0 AEGIS 215.19134521 53.0277977 1.268 10.7 1.8793283050752034 1.1137206115093365
9849.0 AEGIS 215.09362793 52.95856094 0.7366 11.49 2.090585005486988 1.4566162884984557
9863.0 AEGIS 215.09275818 52.95849609 0.7304 9.9 1.4460847389011575 1.2712602345437027
9865.0 AEGIS 214.8117218 52.75897217 1.0762 9.45 0.5278391404687549 0.46296462832039675
9866.0 AEGIS 215.17234802 53.01391602 0.6944 9.97 1.2835842996921691 1.1121371626558747
9870.0 AEGIS 214.89831543 52.82061768 2.3936 11.07 1.1690949658463492 1.9178111537732567
9879.0 AEGIS 214.78768921 52.74079132 1.2685 10.27 1.2089863746581386 0.8925444189039105
9885.0 AEGIS 215.17279053 53.014328 1.1658 10.3 1.5655716564766575 1.1987122457151402
9891.0 AEGIS 214.92167664 52.83755875 1.3568 9.71 0.6510389186589126 0.29516456265955066
9894.0 AEGIS 214.81681824 52.76283264 1.3403 10.49 1.5347895211561644 1.4221950313835854
9896.0 AEGIS 214.86096191 52.79414368 1.647 10.63 1.5496377062565927 1.1907445873578086
9902.0 AEGIS 214.9283905 52.8423233 0.7893 9.92 1.363816794352333 1.2152129883904308
9924.0 AEGIS 215.1940918 53.03042984 2.4303 10.2 0.8815466954774519 0.5723468210694058
9929.0 AEGIS 215.2613678 53.07765198 1.204 9.45 0.7076810648724224 0.5291632591632799
9932.0 AEGIS 215.20201111 53.03580475 1.6972 10.61 1.734623505925764 1.552177397360296
9939.0 AEGIS 214.95423889 52.86125183 2.2949 9.55 0.5045713329849411 0.10517778895211233
9955.0 AEGIS 214.77171326 52.73096848 1.4507 10.32 1.4881840028497524 1.7385039141127794
9957.0 AEGIS 214.86361694 52.7968483 2.2364 9.9 0.7952117466859272 0.41756579599350174
9961.0 AEGIS 215.0309906 52.91569901 1.7271 9.48 0.5989463091368724 0.9418060077697481
9967.0 AEGIS 214.89570618 52.81988144 2.3861 9.7 0.636474327917979 0.2302812459138453
9979.0 AEGIS 215.14273071 52.99360657 1.1886 10.04 0.9119461552837532 0.9885359704859533
9983.0 AEGIS 214.88816833 52.81523132 2.5896 9.64 1.3894770866225952 0.20916431777767797
9995.0 AEGIS 215.25798035 53.07620621 2.4229 9.48 0.8803276728405516 0.5208027399800554
9998.0 AEGIS 215.01895142 52.90748215 1.6544 9.64 0.7918009474192325 0.4381948149509179
10018.0 AEGIS 214.87861633 52.80683899 1.426 10.08 0.8294949692003618 1.0978484113475784
10024.0 AEGIS 214.84736633 52.78517532 0.5187 9.49 1.726123503751626 1.2115480552606515
10031.0 AEGIS 215.25140381 53.07171249 2.3924 9.52 0.43071468043140315 1.4720232062851824
10032.0 AEGIS 214.90548706 52.82768631 2.2527 9.89 1.4399496951771242 1.6602703564667518
10034.0 AEGIS 214.74905396 52.71413803 2.1903 10.49 0.8063984785349869 0.8817130481371673
10049.0 AEGIS 214.85832214 52.79423523 2.5748 9.42 0.6212944449852553 0.4299203994326451
10078.0 AEGIS 215.17633057 53.01635742 0.5475 10.03 0.9409744087664289 0.9875403564065401
10091.0 AEGIS 215.09786987 52.95982742 0.7208 10.94 1.9111216143668646 1.3253929824395108
10093.0 AEGIS 214.83110046 52.77184677 0.6687 10.25 1.433241266741524 1.4356246264769037
10095.0 AEGIS 215.11343384 52.97473145 2.326 9.82 0.6875652912187056 0.5932012415386948
10099.0 AEGIS 215.14433289 52.99464798 0.5941 9.65 0.9152848439215727 0.6559504372419921
10132.0 AEGIS 214.71786499 52.69417191 1.831 10.25 2.1004094132109534 1.0895262245639086
10134.0 AEGIS 214.76425171 52.72702408 2.3747 9.58 0.536988721955415 0.059546758143322095
10135.0 AEGIS 214.88539124 52.81337738 2.1295 10.26 1.0345301720191373 1.0545148072888262
10141.0 AEGIS 215.12236023 52.98114777 2.5658 10.42 0.9067109669137623 0.6823011397787148
10151.0 AEGIS 214.74142456 52.7110405 2.2618 9.84 0.9000168347919756 0.5269626869361882
10154.0 AEGIS 214.96496582 52.86885452 0.5182 9.47 0.9413450982015945 0.9189394717872108
10164.0 AEGIS 214.88638306 52.81386566 1.8916 10.78 1.2917731031418658 1.4166059580984067
10168.0 AEGIS 215.18252563 53.01765823 0.4729 9.51 1.2464847645104837 1.8016551471216133
10176.0 AEGIS 215.2202301 53.04970169 1.6193 9.61 0.550701965567982 0.24038729834244116
10183.0 AEGIS 214.74440002 52.71139526 0.6597 9.81 1.3413689197669731 1.2215441586756302
10196.0 AEGIS 215.21794128 53.04865646 2.3377 10.49 0.918917823581187 1.1358839075459957
10200.0 AEGIS 214.74263 52.71184158 2.2943 9.65 0.5211991980560313 0.10924499593819845
10211.0 AEGIS 214.79364014 52.74867249 1.6443 9.42 0.7391085818560288 0.7572365747558539
10216.0 AEGIS 215.00601196 52.89936447 2.2245 10.05 0.8352357935824956 0.6914265417032278
10221.0 AEGIS 215.17202759 53.01425171 0.6429 9.78 1.2305496660718234 1.2827996161435038
10226.0 AEGIS 214.96929932 52.87264252 1.1693 10.16 0.9939813440989059 0.9756409221348622
10227.0 AEGIS 214.73878479 52.70934296 0.9965 9.62 1.0230001284409982 1.0594362641053707
10241.0 AEGIS 215.23858643 53.0604248 1.2034 10.91 1.8991921676582877 1.1776329230711935
10248.0 AEGIS 215.12052917 52.97903061 0.6149 9.67 0.9764497114041709 0.8361645693595653
10254.0 AEGIS 215.25231934 53.07250595 2.3439 9.69 0.4473741383176405 0.252814486566317
10265.0 AEGIS 215.07640076 52.9478302 1.3901 9.93 0.5569151324103127 0.4533628664521306
10288.0 AEGIS 215.03103638 52.91650391 1.0994 10.56 1.4013716626354165 1.3272573841077415
10290.0 AEGIS 214.8678894 52.80061722 0.7537 9.8 1.5495395988600233 0.8714429423274984
10309.0 AEGIS 214.71977234 52.6951561 1.6016 10.33 0.9203444959735841 1.1294216541095017
10310.0 AEGIS 214.87905884 52.80912781 1.8022 9.65 0.554898172741501 0.33311634096649784
10333.0 AEGIS 215.09324646 52.95958328 0.6953 10.03 2.016985262015722 1.4598790495175193
10340.0 AEGIS 214.88427734 52.81386185 1.9887 9.74 1.0666345094146117 0.40217303063485643
10351.0 AEGIS 214.77606201 52.73666382 1.402 9.51 1.3891548011187513 1.0804480661522968
10365.0 AEGIS 214.94673157 52.85693359 1.4357 10.03 0.9007958760860212 0.8734785563620774
10375.0 AEGIS 215.16348267 53.01032639 1.1903 9.8 0.8092761685999348 0.6185704593470588
10378.0 AEGIS 215.09211731 52.9614296 2.3862 9.72 0.35529356579472215 1.297066261166613
10382.0 AEGIS 214.75331116 52.71994019 1.4208 9.45 0.6750346912136427 0.27570657659062003
10386.0 AEGIS 214.9798584 52.88085175 1.62 10.48 0.8502512420987894 0.7327583327020094
10389.0 AEGIS 214.8888855 52.81682968 2.2412 10.1 0.8123221389394428 0.9297314543538544
10391.0 AEGIS 215.20385742 53.03939438 1.6208 9.51 0.8533516469554694 0.8640901781846199
10402.0 AEGIS 215.11485291 52.9765358 2.3111 9.68 0.6036732075556366 0.07349931463983361
10403.0 AEGIS 215.13209534 52.98945618 1.7367 10.51 1.568163213409827 1.7106864099010208
10442.0 AEGIS 214.79296875 52.74749756 1.0664 10.12 0.9822931317484904 0.8359158884016478
10466.0 AEGIS 214.92707825 52.84031296 0.7722 11.23 1.8216000243298187 1.4380561624520811
10468.0 AEGIS 215.02574158 52.91282654 1.0734 9.99 0.8128270706982614 0.6385453828917449
10471.0 AEGIS 214.85343933 52.79227829 2.3459 10.26 0.9994184022292378 0.8946928446959314
10478.0 AEGIS 215.11567688 52.97773361 1.3028 9.43 0.7341899447206353 0.43921742104160394
10481.0 AEGIS 214.77270508 52.73519897 2.4691 9.43 0.4086523375184774 1.0034436269158953
10483.0 AEGIS 215.12191772 52.98254013 1.6792 9.61 0.57108657877431 0.4487424522734759
10484.0 AEGIS 215.12637329 52.98592377 2.0557 10.44 2.0797053895402824 1.2205098835104582
10494.0 AEGIS 214.86425781 52.79878616 2.1137 10.86 1.0466564987162121 0.7305461887340304
10498.0 AEGIS 215.11503601 52.97783661 2.3655 9.47 0.4086639113620272 0.3136485119493873
10509.0 AEGIS 215.18675232 53.02301788 0.4938 10.97 2.0228402607782354 1.7992491040592973
10520.0 AEGIS 215.25622559 53.07627487 2.4603 10.57 0.8938577798436026 0.9472999431862305
10541.0 AEGIS 215.0670929 52.94223404 0.8188 9.47 0.8252017226583409 0.33343129853206177
10544.0 AEGIS 215.14311218 52.99752045 1.6216 10.18 1.4731048878689705 1.419960379228641
10567.0 AEGIS 214.93078613 52.8473587 1.6353 10.44 1.7605147936000685 1.1868520951825388
10572.0 AEGIS 214.93774414 52.85036469 0.9871 10.31 1.1969850528914976 1.469112365173467
10582.0 AEGIS 214.82281494 52.76933289 1.077 10.06 1.2676895414036151 1.3510984976214484
10592.0 AEGIS 214.92042542 52.83996201 2.0519 9.96 0.7365174221250406 -0.019637715305694484
10598.0 AEGIS 215.1191864 52.9813118 2.2607 10.55 1.4086162023100954 1.1884239679744626
10601.0 AEGIS 214.92654419 52.84403992 1.6265 9.98 0.8382440814072827 0.7949460846458772
10608.0 AEGIS 214.94006348 52.85381317 0.6166 9.87 1.4038354578838395 1.337334692611892
10631.0 AEGIS 214.72906494 52.70189285 0.953 10.11 1.064226766307876 0.8472416635699065
10638.0 AEGIS 215.25520325 53.07712936 2.5287 9.47 1.0148069543458196 0.9460252347565291
10640.0 AEGIS 215.16329956 53.00877762 0.5929 10.54 1.310960359760155 1.4811139092435681
10641.0 AEGIS 215.0209198 52.91159821 1.8635 9.79 0.8429508184290597 0.5639595580879629
10652.0 AEGIS 214.86428833 52.79937363 0.5033 9.81 1.7636775288946536 1.3793414300569342
10658.0 AEGIS 214.96690369 52.87382126 2.5003 10.1 0.7696947881670391 0.7408400797140852
10665.0 AEGIS 215.18511963 53.02326584 0.4677 9.67 1.3073435767758779 1.5852944461288707
10679.0 AEGIS 215.09669495 52.96399689 0.5489 9.44 0.9321505152849731 0.7014841297425717
10682.0 AEGIS 214.92443848 52.84319305 1.4411 9.63 0.722263762753209 0.601536222236385
10688.0 AEGIS 214.74440002 52.71289444 0.7108 10.77 2.0303532831987803 1.4216231558034993
10689.0 AEGIS 214.92088318 52.84004211 1.292 10.1 1.2125977954926406 1.4216574917525526
10692.0 AEGIS 215.11393738 52.9777832 2.1464 10.44 1.5659103263604561 0.7070537779391859
10698.0 AEGIS 214.97894287 52.88273239 1.8113 9.48 0.9443861501656802 0.5391787671979873
10721.0 AEGIS 215.03962708 52.92584229 2.236 9.58 1.471111742788183 0.7651951014590441
10728.0 AEGIS 215.20137024 53.03828812 0.6018 9.84 1.8893204603559517 1.2917562023889648
10732.0 AEGIS 214.9737854 52.87789154 0.6988 9.54 0.9521010262408713 0.9524783738064364
10734.0 AEGIS 215.08607483 52.95823288 2.1792 9.78 0.5638825880228571 0.33895346943305876
10735.0 AEGIS 214.87979126 52.81209946 1.6331 9.69 0.6133585850552924 0.4406702441124835
10743.0 AEGIS 215.16725159 53.01470184 1.7775 9.73 0.7932665382327426 0.7286322155438423
10746.0 AEGIS 214.9901886 52.8909111 2.4966 9.47 0.41950028407018114 -3.044552611803107
10755.0 AEGIS 214.91970825 52.83969879 2.1407 11.05 1.4790776514674795 1.6233024227963289
10757.0 AEGIS 215.14286804 52.99820328 2.1119 9.6 0.7237937876394963 0.8159686219648634
10771.0 AEGIS 214.89105225 52.8205719 2.3552 9.89 0.9044444558665363 0.9020367090999964
10772.0 AEGIS 214.84605408 52.78820038 2.5874 9.48 0.3575366099328064 0.5972425387444533
10786.0 AEGIS 214.76394653 52.72982788 1.9541 10.09 1.455915848960955 1.7559522492776836
10793.0 AEGIS 215.18911743 53.03087234 1.2819 9.87 2.25898739180538 1.381804702198993
10794.0 AEGIS 215.08682251 52.95920563 2.5457 9.8 0.7528813417402629 0.6963300896382945
10799.0 AEGIS 215.25770569 53.07859039 2.3258 10.01 0.4668588338084228 0.40065053370386616
10802.0 AEGIS 214.86663818 52.80267715 2.4309 9.57 0.8303980763145924 -0.09868359319226053
10829.0 AEGIS 215.11685181 52.97821045 0.7288 9.67 0.9621879262765297 1.1670382293629045
10832.0 AEGIS 214.89213562 52.82085037 2.4089 9.74 0.6554050170740504 -0.18775935778387542
10845.0 AEGIS 215.23075867 53.05973434 0.8205 9.53 0.9328968215650559 1.0201316287687177
10849.0 AEGIS 214.99024963 52.89057159 1.1117 10.34 1.8471122664369588 1.192127800484097
10858.0 AEGIS 214.83230591 52.77782059 1.8128 11.01 1.824066999819414 1.4898256196505444
10860.0 AEGIS 215.02932739 52.91861725 1.6567 9.67 0.7708634278279564 0.4290034058799561
10868.0 AEGIS 215.16262817 53.0131073 2.5429 9.58 0.5665512289435308 1.8645451178412413
10875.0 AEGIS 214.72943115 52.70464325 1.2168 10.01 0.9650087934764 0.7316626718920815
10876.0 AEGIS 215.08534241 52.95794678 0.7215 9.73 1.7643310427837582 1.1549783838245427
10882.0 AEGIS 215.18287659 53.02586365 0.6729 9.75 0.813038738998833 0.7600488619780466
10888.0 AEGIS 215.22386169 53.0557518 1.7478 9.77 0.8487578345180855 0.6659930623761383
10892.0 AEGIS 214.76771545 52.73186493 1.1919 9.89 1.182581995419234 0.965089248452883
10893.0 AEGIS 214.9744873 52.87963867 2.4883 11.05 1.5207215707652328 0.8448051709325504
10935.0 AEGIS 214.80630493 52.75957489 1.089 9.97 0.9962347734374561 0.8320474717324556
10963.0 AEGIS 215.20175171 53.03847504 0.7019 10.67 1.994413473155092 1.4746078545022492
10970.0 AEGIS 214.96742249 52.87456131 2.4291 10.31 0.5061667903144372 0.26051388851256346
10977.0 AEGIS 215.03596497 52.92440796 1.3195 9.54 1.694779947048106 2.0015248229752616
10986.0 AEGIS 214.84640503 52.78634644 0.4828 9.74 1.3784876722427248 1.6220523031554392
11007.0 AEGIS 215.02986145 52.91923904 2.1475 9.69 0.45944345040293555 0.4674756891793935
11022.0 AEGIS 214.7749939 52.73590469 1.2693 11.1 2.1763645386906356 1.4748859156521625
11025.0 AEGIS 214.9836731 52.88740158 2.5935 9.51 0.7832536025274741 0.40845366607373845
11029.0 AEGIS 215.21253967 53.04724503 1.028 10.38 1.0204462545320587 0.9190455784075623
11039.0 AEGIS 214.86779785 52.79881287 0.7598 11.11 1.8987037740509942 1.3863116835640323
11042.0 AEGIS 215.11677551 52.97953415 0.7947 9.74 0.9506609531916476 0.9642825188530874
11048.0 AEGIS 215.00306702 52.90058136 1.8558 10.6 1.826828143492366 1.5618639384880229
11050.0 AEGIS 215.08302307 52.95646286 0.6997 9.53 1.078135552287018 0.9702874843606575
11068.0 AEGIS 215.21585083 53.04999161 2.1246 10.41 1.203055790278773 1.0493185950063775
11077.0 AEGIS 215.11392212 52.97963333 1.8755 9.69 0.8857320340286965 0.558313799282344
11082.0 AEGIS 215.22564697 53.05829239 1.7042 9.64 1.1272812454762209 0.9650479059636032
11086.0 AEGIS 215.11943054 52.97964859 0.7367 10.92 1.9828622214892553 1.4059903653541048
11106.0 AEGIS 215.11460876 52.97951889 2.0542 9.75 0.8101961569433724 0.8853563393461683
11111.0 AEGIS 214.79789734 52.75435257 1.2234 10.9 1.8355175066643343 1.4417773568599646
11119.0 AEGIS 215.12362671 52.98645401 1.5965 9.63 0.8845245221034671 0.3706377471697464
11120.0 AEGIS 214.7658844 52.73257446 2.553 10.88 2.1160671389521704 1.1294823671803988
11123.0 AEGIS 215.18910217 53.02985764 0.7147 10.76 2.1010390373692616 1.5726503426462588
11129.0 AEGIS 215.12342834 52.98616791 1.6169 9.53 0.694889895935426 0.4898118518272101
11138.0 AEGIS 214.77011108 52.73600006 2.2349 9.63 0.8597174519576439 0.5020469616300585
11148.0 AEGIS 214.77424622 52.73872757 2.1425 10.36 1.4355748392672787 1.4103836878558833
11150.0 AEGIS 215.20321655 53.04045486 0.66 10.07 0.7585659150888373 0.8163003429423075
11155.0 AEGIS 214.864151 52.80304337 1.276 9.58 0.7729546599366977 0.8880820017600595
11167.0 AEGIS 214.92108154 52.84332657 1.7488 10.33 1.4042583967636704 1.2174684610633533
11168.0 AEGIS 214.91848755 52.84119034 1.1686 9.47 1.0575202174083276 0.8048903224482666
11172.0 AEGIS 215.18173218 53.02642441 1.6649 10.36 1.6291020683772364 1.006417331560925
11188.0 AEGIS 214.92999268 52.84851074 1.7264 10.34 1.374823504277586 1.1692186788182266
11189.0 AEGIS 215.06364441 52.94343948 1.0368 9.69 0.6991025019100193 0.7185211634402809
11190.0 AEGIS 214.74267578 52.71556854 0.9818 9.44 0.6630068081945305 0.5760276270424322
11208.0 AEGIS 215.110672 52.97718811 0.7964 9.53 1.181300809431604 1.6240020018088919
11209.0 AEGIS 215.0712738 52.94929886 1.3886 9.9 0.9379899242335756 0.6330253768963563
11221.0 AEGIS 214.85877991 52.79935455 0.4337 10.98 2.107496074691692 1.5055995123780597
11229.0 AEGIS 215.1295166 52.99064636 1.6443 9.47 0.3716580465920568 -0.007080299752580949
11239.0 AEGIS 215.16424561 53.01356888 1.9108 10.19 0.5129685618496493 0.14921367062970078
11249.0 AEGIS 214.87193298 52.80912399 1.7885 9.44 0.9575198202864585 -0.02004220342436769
11250.0 AEGIS 215.02787781 52.91951752 2.5039 9.95 0.6360929586810993 0.5358149148398109
11261.0 AEGIS 214.76713562 52.72948074 0.9167 11.02 1.652970206615232 1.6991362343521865
11276.0 AEGIS 215.24284363 53.07024384 1.5806 9.83 0.635998257905651 0.2925951994682434
11278.0 AEGIS 214.80815125 52.76311874 0.8918 9.54 0.9776251835942047 0.5785354781054849
11281.0 AEGIS 214.95428467 52.86663818 1.8972 10.08 0.39398857718327984 0.27117467489146374
11284.0 AEGIS 215.0700531 52.94939423 2.2068 9.95 0.8783517912873083 0.8908794224018203
11296.0 AEGIS 215.09355164 52.96618652 2.4497 9.63 0.6804007777415754 0.39332033484986473
11299.0 AEGIS 215.23725891 53.06662369 1.4183 10.32 1.9001926469336972 1.1742078448891058
11303.0 AEGIS 214.77433777 52.73907089 2.378 10.4 1.506775320548008 0.5727619502137028
