id field z lmass density1r1 density1r2 density1r3 density1r4 density1r5 density1r6 density1r7 density1r8 density1r9 density1r10 density1r11 density1r12 density1r13 density2r1 density2r2 density2r3 density2r4 density2r5 density2r6 density2r7 density2r8 density2r9 density2r10 density2r11 density2r12 density2r13 density3r1 density3r2 density3r3 density3r4 density3r5 density3r6 density3r7 density3r8 density3r9 density3r10 density3r11 density3r12 density3r13 density4r1 density4r2 density4r3 density4r4 density4r5 density4r6 density4r7 density4r8 density4r9 density4r10 density4r11 density4r12 density4r13 rand1r1 rand1r2 rand1r3 rand1r4 rand1r5 rand1r6 rand1r7 rand1r8 rand1r9 rand1r10 rand1r11 rand1r12 rand1r13 rand2r1 rand2r2 rand2r3 rand2r4 rand2r5 rand2r6 rand2r7 rand2r8 rand2r9 rand2r10 rand2r11 rand2r12 rand2r13 rand3r1 rand3r2 rand3r3 rand3r4 rand3r5 rand3r6 rand3r7 rand3r8 rand3r9 rand3r10 rand3r11 rand3r12 rand3r13 rand4r1 rand4r2 rand4r3 rand4r4 rand4r5 rand4r6 rand4r7 rand4r8 rand4r9 rand4r10 rand4r11 rand4r12 rand4r13 
23645.0 AEGIS 2.1067 11.13 0.0 0.0 0.0 0.0 3.183098861837907e-05 1.2672144814783456e-05 5.044871717057608e-06 8.033598420332667e-06 4.797349704722529e-06 4.138028520389279e-06 4.055086340730706e-06 2.6233332928699566e-06 1.7874756485240218e-06 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 4.016799210166333e-06 1.5991165682408428e-06 1.909859317102744e-06 2.5344289629566916e-06 1.9674999696524674e-06 1.2853757472532292e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 7.995582841204214e-07 1.2732395447351628e-06 1.6473788259218495e-06 1.059423060582098e-06 7.832758459824365e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 9.54929658551372e-07 7.603286888870074e-07 7.062820403880653e-07 4.6193190916912924e-07 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 2.510499506353958e-06 1.9988957103010537e-06 1.2732395447351628e-06 1.0771323092565938e-06 1.1855448535085381e-06 1.0795147877322042e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 3.997791420602107e-07 7.16197243913529e-07 7.920090509239661e-07 6.306089646322011e-07 7.029398617791097e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.997791420602107e-07 3.183098861837907e-07 2.5344289629566913e-07 3.026923030234565e-07 3.615119289149707e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 1.5915494309189535e-07 2.217625342587105e-07 2.1440704797494838e-07 2.259449555718567e-07
24059.0 AEGIS 1.8634 11.07 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 4.016799210166333e-06 5.59690798884295e-06 4.138028520389279e-06 4.055086340730706e-06 3.7332050706226307e-06 2.671171474760617e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5991165682408428e-06 1.2732395447351628e-06 2.2809860666610223e-06 1.9170512524818915e-06 1.3857957275073878e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 7.995582841204214e-07 1.2732395447351628e-06 1.5206573777740149e-06 1.4125640807761305e-06 9.841158064907535e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3986748523612645e-06 1.5915494309189535e-06 8.87050137034842e-07 5.549358888763369e-07 4.820159052199609e-07 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 2.510499506353958e-06 1.7990061392709482e-06 2.3873241463784303e-06 2.3443467907349394e-06 2.0683974039936196e-06 1.7924966475367298e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 1.0041998025415833e-06 9.994478551505268e-07 1.1140846016432675e-06 1.0137715851826765e-06 9.837499848262337e-07 8.686328291984713e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 5.996687130903161e-07 6.366197723675814e-07 9.504108611087593e-07 6.558333232174892e-07 6.17582878563075e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 2.38732414637843e-07 3.1680362036958645e-07 5.170993509984049e-07 2.9623894174976766e-07
24333.0 AEGIS 1.9683 11.47 0.0 0.0 0.0 0.0 0.0 0.0 1.0089743434115216e-05 6.0251988152494995e-06 4.797349704722529e-06 5.411268065124442e-06 5.449022270356887e-06 3.430512767599174e-06 1.9280636208798436e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.0251988152494995e-06 4.797349704722529e-06 3.819718634205488e-06 2.914593307400195e-06 2.169294838334772e-06 1.164871770948239e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 4.797349704722529e-06 2.228169203286535e-06 2.5344289629566916e-06 1.4630127979467067e-06 7.832758459824365e-07 0.0 0.0 0.0 0.0 6.366197723675813e-05 2.534428962956691e-05 1.0089743434115216e-05 4.016799210166333e-06 1.5991165682408428e-06 1.909859317102744e-06 1.9008217222175186e-06 1.210769212093826e-06 6.025198815249512e-07 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 2.510499506353958e-06 1.3992269972107374e-06 1.5915494309189535e-06 1.7107395499957666e-06 1.5639102322878587e-06 9.640318104399218e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 1.5991165682408428e-06 1.1140846016432675e-06 1.1404930333305112e-06 8.954647297777255e-07 5.774148864614115e-07 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 5.020999012707917e-07 7.995582841204214e-07 6.366197723675814e-07 6.019268787022142e-07 5.80160247461625e-07 3.9163792299121824e-07 0.0 0.0 0.0 0.0 7.957747154594767e-06 3.168036203695864e-06 2.522435858528804e-06 1.0041998025415833e-06 3.997791420602107e-07 3.978873577297384e-07 6.652876027761315e-07 5.29711530291049e-07 2.661129476735201e-07
24448.0 AEGIS 1.6382 11.26 0.0 0.0 0.0 0.0 0.0 0.0 1.5134615151172825e-05 2.0083996050831665e-05 1.4392049114167586e-05 9.867606471697512e-06 8.110172681461412e-06 5.700705040275098e-06 3.474531316793885e-06 0.0 0.0 0.0 0.0 3.183098861837907e-05 1.2672144814783456e-05 1.5134615151172825e-05 8.033598420332667e-06 1.11938159776859e-05 7.321127382227186e-06 4.942136477765548e-06 3.380064050428598e-06 1.8878956287781804e-06 0.0 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 6.366197723675813e-05 3.8016434444350364e-05 1.5134615151172825e-05 1.6067196840665333e-05 8.795141125324635e-06 6.684507609859605e-06 4.4352506851742095e-06 3.1278204645757173e-06 1.8075596445748535e-06 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 5.044871717057608e-06 6.0251988152494995e-06 3.1982331364816857e-06 1.5915494309189535e-06 1.5206573777740149e-06 9.585256262409457e-07 7.631918499316049e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 5.996687130903161e-07 7.16197243913529e-07 5.068857925913383e-07 9.206890883630136e-07 1.2150817610753182e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 3.183098861837907e-07 3.4848398240654506e-07 4.162019166572527e-07 7.380868548680652e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 3.997791420602107e-07 3.978873577297384e-07 3.1680362036958645e-07 4.414262752425408e-07 6.12561879550367e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5915494309189535e-07 9.504108611087593e-08 2.0179486868230435e-07 1.9581896149560912e-07
25300.0 AEGIS 2.3178 11.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.033598420332667e-06 5.59690798884295e-06 4.774648292756861e-06 4.815415029617714e-06 3.380064050428598e-06 1.8678116327273487e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 1.5915494309189535e-06 1.774100274069684e-06 1.664807666629011e-06 1.0443677946432486e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 1.5991165682408428e-06 1.2732395447351628e-06 1.2672144814783458e-06 8.071794747292174e-07 4.217639170674658e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.183098861837907e-07 1.2672144814783456e-07 3.5314102019403264e-07 1.6067196840665365e-07 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 5.044871717057608e-06 4.518899111437125e-06 4.597460133692423e-06 4.45633840657307e-06 4.150127426841582e-06 3.7710416085005627e-06 2.7615494569893595e-06 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 4.518899111437125e-06 2.5985644233913697e-06 2.864788975654116e-06 2.661150411104526e-06 2.0936217625789078e-06 1.6468876761681998e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 2.0083996050831666e-06 1.1993374261806322e-06 1.3528170162811104e-06 1.425616291663139e-06 1.09725959846003e-06 8.284648370968078e-07 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 1.261217929264402e-06 1.0041998025415833e-06 7.995582841204214e-07 4.77464829275686e-07 3.1680362036958645e-07 2.648557651455245e-07 1.857769634701933e-07
25346.0 AEGIS 1.8619 11.01 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.1982331364816857e-06 3.819718634205488e-06 3.1680362036958644e-06 2.825128161552261e-06 1.5866356880157047e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3986748523612645e-06 2.228169203286535e-06 2.5344289629566916e-06 1.4630127979467067e-06 8.83695826236595e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.87050137034842e-07 1.2612179292644022e-06 6.426878736266146e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.183098861837907e-07 8.87050137034842e-07 8.576281918997935e-07 3.41427932864139e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 7.995582841204214e-07 1.1936620731892152e-06 2.122584256476229e-06 1.8666025353113153e-06 1.5414466969013334e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.996687130903161e-07 6.366197723675814e-07 1.1404930333305112e-06 9.711378055335898e-07 8.13401840058684e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 3.997791420602107e-07 6.366197723675814e-07 6.652876027761315e-07 6.558333232174892e-07 5.47288892385164e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 3.997791420602107e-07 3.978873577297384e-07 3.4848398240654506e-07 3.279166616087446e-07 2.661129476735201e-07
25354.0 AEGIS 0.6539 11.54 0.0 0.0 0.00020083996050831703 7.995582841204225e-05 6.366197723675813e-05 2.534428962956691e-05 1.0089743434115216e-05 6.0251988152494995e-06 4.797349704722529e-06 3.819718634205488e-06 2.914593307400195e-06 2.7746794443816848e-06 1.8276436406256852e-06 0.0 0.0 0.0 0.0 3.183098861837907e-05 1.2672144814783456e-05 5.044871717057608e-06 4.016799210166333e-06 4.797349704722529e-06 3.183098861837907e-06 2.7878718592523605e-06 2.3710897070170763e-06 1.5866356880157047e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 2.3986748523612645e-06 3.183098861837907e-06 2.1542646185131877e-06 1.5639102322878587e-06 1.0644517906940804e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.068857925913383e-07 5.549358888763369e-07 3.615119289149707e-07 0.0 0.0 0.0 1.9988957103010564e-05 7.957747154594767e-06 3.168036203695864e-06 1.261217929264402e-06 1.0041998025415833e-06 1.5991165682408428e-06 1.7507043740108488e-06 1.774100274069684e-06 1.6521954873363668e-06 1.2803547482405212e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5062997038123749e-06 9.994478551505268e-07 1.5119719593730057e-06 1.7424199120327254e-06 1.4882371565319946e-06 1.1799347679863628e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 1.5062997038123749e-06 9.994478551505268e-07 9.54929658551372e-07 1.0454519472196353e-06 9.963621641188778e-07 8.18422839071392e-07 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 5.020999012707917e-07 5.996687130903161e-07 4.77464829275686e-07 4.43525068517421e-07 4.918749924131168e-07 3.213439368133073e-07
25969.0 AEGIS 1.6654 11.22 0.0 0.0 0.0 0.0 0.0 2.534428962956691e-05 1.5134615151172825e-05 1.6067196840665333e-05 8.795141125324635e-06 1.2732395447351628e-05 9.757551507383261e-06 7.0628204038806525e-06 3.815959249658024e-06 0.0 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 2.534428962956691e-05 1.5134615151172825e-05 1.80755964457485e-05 1.1993374261806322e-05 9.549296585513721e-06 5.82918661480039e-06 4.136794807987239e-06 2.249407557693151e-06 0.0 0.0 0.00040167992101663405 0.00023986748523612678 9.54929658551372e-05 3.8016434444350364e-05 1.5134615151172825e-05 8.033598420332667e-06 7.196024557083793e-06 7.321127382227186e-06 5.068857925913383e-06 3.1278204645757173e-06 1.6870556682698632e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 3.1982331364816857e-06 2.228169203286535e-06 1.5206573777740149e-06 1.0089743434115218e-06 7.230238578299415e-07 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 1.261217929264402e-06 5.020999012707917e-07 1.1993374261806322e-06 7.957747154594768e-07 7.603286888870074e-07 9.837499848262337e-07 1.2703127502151053e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 3.997791420602107e-07 1.5915494309189535e-07 2.5344289629566913e-07 5.549358888763369e-07 7.58170850918897e-07 0.0 0.0 5.020999012707926e-05 1.9988957103010564e-05 7.957747154594767e-06 3.168036203695864e-06 2.522435858528804e-06 1.0041998025415833e-06 9.994478551505268e-07 4.77464829275686e-07 3.4848398240654506e-07 4.2881409594989675e-07 6.12561879550367e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9008217222175186e-07 2.648557651455245e-07 2.5607094964810423e-07
26127.0 AEGIS 0.8053 11.07 0.0 0.0 0.0 0.0 0.0 2.534428962956691e-05 1.5134615151172825e-05 1.2050397630498999e-05 7.196024557083793e-06 5.092958178940651e-06 2.7878718592523605e-06 2.0683974039936196e-06 1.3857957275073878e-06 0.0 0.0 0.0 7.995582841204225e-05 3.183098861837907e-05 1.2672144814783456e-05 1.0089743434115216e-05 6.0251988152494995e-06 3.997791420602107e-06 3.5014087480216976e-06 1.9008217222175186e-06 1.6143589494584348e-06 9.439478143890902e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.909859317102744e-06 1.3939359296261802e-06 1.059423060582098e-06 7.029398617791097e-07 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 2.0083996050831666e-06 7.995582841204214e-07 9.54929658551372e-07 1.1404930333305112e-06 7.062820403880653e-07 3.213439368133073e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5062997038123749e-06 1.3992269972107374e-06 1.3528170162811104e-06 1.2672144814783458e-06 1.5134615151172828e-06 1.3857957275073878e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 8.753521870054244e-07 1.1088126712935524e-06 1.1098717777526739e-06 9.991788035288774e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.996687130903161e-07 3.978873577297384e-07 5.068857925913383e-07 5.549358888763369e-07 5.874568844868274e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5062997038123749e-06 9.994478551505268e-07 5.570423008216338e-07 3.801643444435037e-07 4.162019166572527e-07 3.4644893187684694e-07
26508.0 AEGIS 2.028 11.13 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 1.0089743434115216e-05 1.4058797235582165e-05 7.196024557083793e-06 6.047887837492023e-06 5.322300822209052e-06 4.086346090816663e-06 2.0887355892864973e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 8.033598420332667e-06 4.797349704722529e-06 3.5014087480216976e-06 3.801643444435037e-06 2.3710897070170763e-06 1.3456277354057243e-06 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 4.016799210166333e-06 2.3986748523612645e-06 1.5915494309189535e-06 1.774100274069684e-06 1.5134615151172828e-06 7.230238578299415e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 7.995582841204214e-07 6.366197723675814e-07 1.6473788259218495e-06 1.210769212093826e-06 6.025198815249512e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 3.183098861837907e-07 9.187304990718006e-07 1.5765224115805027e-06 1.4761737097361305e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 1.0041998025415833e-06 5.996687130903161e-07 5.570423008216338e-07 7.286483268500488e-07 8.702403711924375e-07 9.941578045161694e-07 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 5.020999012707917e-07 3.997791420602107e-07 2.38732414637843e-07 3.4848398240654506e-07 6.179967853395571e-07 5.42267893372456e-07 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 5.020999012707917e-07 3.997791420602107e-07 3.183098861837907e-07 3.1680362036958645e-07 4.2881409594989675e-07 4.167429180547579e-07
26649.0 AEGIS 1.8731 11.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.396466272963371e-06 4.138028520389279e-06 4.4352506851742095e-06 4.1872435251578155e-06 2.59083549055729e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.5014087480216976e-06 2.1542646185131877e-06 2.270192272675924e-06 1.365711731456556e-06 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 2.0083996050831666e-06 3.1982331364816857e-06 2.5464790894703256e-06 2.1542646185131877e-06 1.715256383799587e-06 1.0041998025415852e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.5464790894703256e-06 1.2672144814783458e-06 8.071794747292174e-07 5.42267893372456e-07 0.0 0.0 0.0 0.0 0.0 6.336072407391728e-06 3.783653787793206e-06 2.510499506353958e-06 1.3992269972107374e-06 1.5119719593730057e-06 1.5840181018479322e-06 1.5008493358246387e-06 1.4761737097361305e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 5.996687130903161e-07 1.1936620731892152e-06 6.969679648130901e-07 7.819551161439293e-07 7.782548469697286e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.997791420602107e-07 4.77464829275686e-07 6.336072407391729e-07 6.936698610954212e-07 5.774148864614115e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.997791420602107e-07 4.77464829275686e-07 3.1680362036958645e-07 2.900801237308125e-07 3.2636493582601523e-07
26850.0 AEGIS 1.2876 11.46 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 2.0083996050831666e-06 2.3986748523612645e-06 3.5014087480216976e-06 3.548200548139368e-06 3.2287178989168696e-06 1.968231612981507e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.016799210166333e-06 1.5991165682408428e-06 2.228169203286535e-06 3.548200548139368e-06 2.7746794443816848e-06 1.566551691964873e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.3986748523612645e-06 3.5014087480216976e-06 2.661150411104526e-06 2.2197435555053477e-06 1.4058797235582195e-06 0.0012672144814783468 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 1.2672144814783456e-05 5.044871717057608e-06 2.0083996050831666e-06 1.5991165682408428e-06 1.2732395447351628e-06 1.0137715851826765e-06 9.585256262409457e-07 5.824358854741195e-07 0.0 0.0001261217929264405 5.020999012707926e-05 1.9988957103010564e-05 1.5915494309189534e-05 6.336072407391728e-06 6.30608964632201e-06 4.016799210166333e-06 2.798453994421475e-06 2.148591731740587e-06 1.8057806361066427e-06 1.8792147146039592e-06 1.5113207028250859e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 1.1140846016432675e-06 1.1088126712935524e-06 1.3242788257276224e-06 1.029304797605125e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.0041998025415833e-06 1.3992269972107374e-06 1.1936620731892152e-06 1.425616291663139e-06 1.0468108812894539e-06 8.334858361095158e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 5.020999012707917e-07 5.996687130903161e-07 3.978873577297384e-07 5.385661546282969e-07 4.540384545351848e-07 4.569109101564213e-07
26884.0 AEGIS 1.2516 11.0 0.0 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 1.2672144814783456e-05 1.0089743434115216e-05 1.0041998025415833e-05 6.396466272963371e-06 5.092958178940651e-06 4.308529237026375e-06 2.875576878722837e-06 2.0083996050831704e-06 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 5.044871717057608e-06 6.0251988152494995e-06 7.196024557083793e-06 3.819718634205488e-06 3.1680362036958644e-06 2.6737820100405325e-06 1.8678116327273487e-06 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 5.044871717057608e-06 6.0251988152494995e-06 3.997791420602107e-06 3.183098861837907e-06 2.7878718592523605e-06 1.9674999696524674e-06 1.2452077551515658e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 2.228169203286535e-06 2.1542646185131877e-06 1.210769212093826e-06 6.82855865728278e-07 0.0 0.0 0.0 0.0 0.0 6.336072407391728e-06 3.783653787793206e-06 1.5062997038123749e-06 1.7990061392709482e-06 1.5119719593730057e-06 1.8057806361066427e-06 1.601746770165791e-06 1.2753337492278133e-06 0.0 0.0 0.0 1.9988957103010564e-05 7.957747154594767e-06 3.168036203695864e-06 1.261217929264402e-06 1.5062997038123749e-06 1.3992269972107374e-06 1.909859317102744e-06 1.8057806361066427e-06 1.3242788257276224e-06 1.0493887936559567e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 6.336072407391728e-06 2.522435858528804e-06 1.5062997038123749e-06 5.996687130903161e-07 1.0345071300973197e-06 1.1721733953674697e-06 9.333012676556577e-07 7.330658558553573e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.997791420602107e-07 4.77464829275686e-07 6.652876027761315e-07 6.179967853395571e-07 4.4686891213100545e-07
27177.0 AEGIS 1.4624 11.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 4.797349704722529e-06 4.45633840657307e-06 3.928364892582872e-06 2.5224358585288044e-06 1.4661317117107146e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5991165682408428e-06 3.183098861837907e-06 3.0413147555480297e-06 2.3206409898465e-06 1.506299703812378e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 1.5991165682408428e-06 2.864788975654116e-06 2.2809860666610223e-06 1.8161538181407392e-06 1.084535786744912e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 1.5991165682408428e-06 6.366197723675814e-07 6.336072407391729e-07 6.05384606046913e-07 3.213439368133073e-07 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 2.510499506353958e-06 1.1993374261806322e-06 1.0345071300973197e-06 1.425616291663139e-06 1.3621153636055544e-06 1.2050397630499023e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5991165682408428e-06 1.1140846016432675e-06 1.9008217222175186e-06 1.601746770165791e-06 1.2452077551515658e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 2.0083996050831666e-06 1.1993374261806322e-06 9.54929658551372e-07 1.2672144814783458e-06 1.210769212093826e-06 9.841158064907535e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.994478551505268e-07 5.570423008216338e-07 4.7520543055437965e-07 3.9097755807196467e-07 3.3138593483872316e-07
27315.0 AEGIS 1.567 11.25 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 3.997791420602107e-06 3.819718634205488e-06 3.294757651843699e-06 3.934999939304935e-06 2.731423462913112e-06 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 6.0251988152494995e-06 5.59690798884295e-06 4.138028520389279e-06 3.4214790999915332e-06 2.3206409898465e-06 1.9280636208798436e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.016799210166333e-06 2.3986748523612645e-06 2.864788975654116e-06 2.2809860666610223e-06 2.3206409898465e-06 1.6870556682698632e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 7.995582841204214e-07 1.2732395447351628e-06 1.0137715851826765e-06 7.567307575586414e-07 5.221838973216243e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5062997038123749e-06 7.995582841204214e-07 2.228169203286535e-06 2.122584256476229e-06 1.5134615151172828e-06 1.2201027600880262e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 5.020999012707917e-07 1.5991165682408428e-06 1.5915494309189535e-06 1.5206573777740149e-06 1.059423060582098e-06 9.037798222874268e-07 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 1.261217929264402e-06 1.5062997038123749e-06 2.198785281331159e-06 1.7507043740108488e-06 1.3622555675892217e-06 1.1098717777526739e-06 8.18422839071392e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 3.978873577297384e-07 4.118447064804624e-07 3.5314102019403264e-07 3.213439368133073e-07
27802.0 AEGIS 2.0109 11.1 0.0 0.0 0.0 0.0 3.183098861837907e-05 2.534428962956691e-05 2.0179486868230432e-05 8.033598420332667e-06 3.997791420602107e-06 2.5464790894703256e-06 3.0413147555480297e-06 2.5224358585288044e-06 1.446047715659883e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 9.54929658551372e-07 1.5206573777740149e-06 1.3116666464349783e-06 7.832758459824365e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 6.366197723675814e-07 1.0137715851826765e-06 1.210769212093826e-06 6.627718696774463e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5991165682408428e-06 6.366197723675814e-07 5.068857925913383e-07 5.044871717057609e-07 3.012599407624756e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5915494309189535e-07 5.702465166652556e-07 8.954647297777255e-07 7.732338479570206e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 3.997791420602107e-07 3.183098861837907e-07 5.385661546282969e-07 5.044871717057609e-07 5.121418992962085e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.9988957103010535e-07 7.957747154594767e-08 1.9008217222175186e-07 3.279166616087446e-07 2.9623894174976766e-07 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 1.5915494309189535e-07 1.5840181018479322e-07 2.270192272675924e-07 1.9581896149560912e-07
