id field z lmass nth
20538.0 GOODS-N 0.6328 11.06 9.831457500858971e-05
20709.0 GOODS-N 1.8006 11.23 4.444678127591103e-06
21156.0 GOODS-N 1.1951 11.16 9.527539033165104e-06
21618.0 GOODS-N 0.8046 11.08 2.1814447103599374e-05
21683.0 GOODS-N 0.6606 11.07 4.009124084800823e-06
21700.0 GOODS-N 0.565 11.39 4.583646318459966e-06
21738.0 GOODS-N 2.0685 11.02 5.679460497776182e-06
22184.0 GOODS-N 0.6746 11.11 9.50603374183117e-05
23018.0 GOODS-N 2.0784 11.0 2.029703917371639e-06
23564.0 GOODS-N 1.2713 11.24 2.971343599097294e-06
24107.0 GOODS-N 0.8522 11.29 0.0001029245665648632
25216.0 GOODS-N 1.142 11.27 1.611125058585612e-05
25265.0 GOODS-N 1.5211 11.01 7.1386003382626555e-06
25340.0 GOODS-N 0.8784 11.33 0.0001494215715070969
25813.0 GOODS-N 1.1975 11.31 6.4442837889540136e-06
25942.0 GOODS-N 2.2508 11.38 2.1553016233500165e-05
26239.0 GOODS-N 0.8398 11.16 0.0005601123851570164
26529.0 GOODS-N 2.4682 11.05 4.365448510261534e-06
26888.0 GOODS-N 2.1456 11.09 2.816424588466729e-06
28810.0 GOODS-N 2.3058 11.13 4.0912748568802125e-06
29183.0 GOODS-N 0.8948 11.1 1.367581502303474e-05
29405.0 GOODS-N 0.868 11.14 6.8087995398086014e-06
29464.0 GOODS-N 1.8604 11.26 2.8690368464999417e-06
30283.0 GOODS-N 2.0997 11.32 1.082844433973393e-05
30296.0 GOODS-N 0.6352 11.0 8.838824416775646e-06
31333.0 GOODS-N 0.8583 11.18 4.939909030054873e-06
31996.0 GOODS-N 0.5324 11.01 9.689414444867468e-06
32002.0 GOODS-N 2.12 11.16 2.0219587596510912e-06
32033.0 GOODS-N 2.2356 11.06 5.109520622458388e-06
32146.0 GOODS-N 0.6695 11.05 1.2605844532990584e-05
32162.0 GOODS-N 1.2623 11.05 7.179094444955171e-06
32842.0 GOODS-N 1.6973 11.53 6.195717344800024e-06
33780.0 GOODS-N 1.8585 11.29 6.80837062840854e-06
34358.0 GOODS-N 0.8316 11.14 6.674846983942588e-06
35090.0 GOODS-N 0.9635 11.21 7.098192660599994e-05
35292.0 GOODS-N 1.8764 11.1 1.9970800532072714e-06
35299.0 GOODS-N 1.0516 11.11 6.056398046673397e-06
2383.0 GOODS-S 1.6699 11.19 9.549438624084971e-06
2467.0 GOODS-S 2.2351 11.1 5.046302606218413e-06
2546.0 GOODS-S 0.6637 11.19 6.807344909814515e-06
2707.0 GOODS-S 1.3531 11.27 6.5607377076055254e-06
2841.0 GOODS-S 0.9514 11.62 8.464036146720712e-05
3860.0 GOODS-S 0.9298 11.08 1.5434201153473423e-05
4210.0 GOODS-S 1.1336 11.47 1.485797857539081e-05
4505.0 GOODS-S 1.9381 11.03 3.434320514448423e-06
4583.0 GOODS-S 2.3119 11.02 4.4752417111187135e-06
6098.0 GOODS-S 1.1327 11.04 3.587603358499957e-05
6106.0 GOODS-S 1.1079 11.0 0.00012014870184911858
7457.0 GOODS-S 1.6841 11.15 8.044755081679585e-06
7503.0 GOODS-S 1.1104 11.31 2.8574796345104288e-05
7686.0 GOODS-S 2.3688 11.19 1.1404867673289888e-05
8097.0 GOODS-S 0.7809 11.21 1.3034810136876816e-05
8422.0 GOODS-S 1.6747 11.37 1.114420291853709e-05
8683.0 GOODS-S 2.2201 11.32 5.960375773228448e-06
10436.0 GOODS-S 1.749 11.13 1.2983559657188596e-05
11016.0 GOODS-S 2.0799 11.22 1.4129998405026711e-05
12358.0 GOODS-S 0.7301 11.01 0.0001043192384432529
13369.0 GOODS-S 1.9888 11.08 6.23619362209772e-06
13628.0 GOODS-S 1.7074 11.05 1.018149033325515e-05
14152.0 GOODS-S 1.6907 11.26 4.847864291821996e-06
14335.0 GOODS-S 1.8359 11.05 4.529966995812348e-06
14747.0 GOODS-S 1.9601 11.06 4.3374299261478425e-06
14813.0 GOODS-S 1.9987 11.01 1.3300436587658446e-05
15214.0 GOODS-S 1.7227 11.37 5.995270813533264e-06
15847.0 GOODS-S 2.3188 11.03 3.8837778867344585e-06
16716.0 GOODS-S 0.6611 11.14 0.00014528972117668648
16769.0 GOODS-S 1.6296 11.09 5.376940396556262e-06
16814.0 GOODS-S 1.8132 11.22 3.3270849360568074e-06
16888.0 GOODS-S 2.4618 11.29 3.1643320255308694e-06
17212.0 GOODS-S 0.6297 11.08 6.084018426222294e-06
19148.0 GOODS-S 0.9673 11.07 2.9532135345644764e-06
19186.0 GOODS-S 1.1071 11.25 3.671118606823538e-06
20496.0 GOODS-S 0.6927 11.19 1.12820491600164e-05
21832.0 GOODS-S 0.5493 11.05 8.840326907329428e-06
21893.0 GOODS-S 2.3875 11.01 9.379299019720601e-06
22079.0 GOODS-S 2.1714 11.15 4.29823979699428e-06
22825.0 GOODS-S 2.4819 11.19 3.674491579474985e-05
24308.0 GOODS-S 1.7172 11.0 7.613131436275327e-06
24622.0 GOODS-S 0.6777 11.4 2.08839954158007e-05
24878.0 GOODS-S 0.7496 11.77 0.00022902467454898458
26138.0 GOODS-S 0.7402 11.23 0.00035201240729358624
26139.0 GOODS-S 1.58 11.14 2.8144830903611954e-06
27881.0 GOODS-S 1.8838 11.2 1.2626577376887526e-05
27969.0 GOODS-S 0.6614 11.08 1.8302881606663593e-05
29288.0 GOODS-S 2.2454 11.11 7.141199153351684e-06
29407.0 GOODS-S 1.5937 11.01 3.596053518277289e-05
29652.0 GOODS-S 1.6143 11.49 4.2090009122564254e-05
29900.0 GOODS-S 1.6184 11.08 5.272868246694026e-05
29928.0 GOODS-S 1.089 11.47 1.691549345560528e-05
30274.0 GOODS-S 2.2367 11.16 2.1241974966274556e-05
30394.0 GOODS-S 1.3143 11.01 6.662057654220105e-06
30534.0 GOODS-S 2.0041 11.51 3.0091222906279626e-06
30997.0 GOODS-S 1.0033 11.09 8.022722593939844e-06
31397.0 GOODS-S 1.9311 11.14 5.356966916465797e-06
32048.0 GOODS-S 1.8564 11.08 6.278038564142212e-06
32783.0 GOODS-S 1.88 11.25 7.766167102585283e-06
33163.0 GOODS-S 1.2355 11.15 7.717470477921708e-06
33164.0 GOODS-S 1.3376 11.0 1.1940259684481706e-05
33912.0 GOODS-S 1.6467 11.17 2.027406302567512e-05
34491.0 GOODS-S 1.608 11.29 8.89832948502349e-05
34519.0 GOODS-S 1.9572 11.53 4.778113998747536e-06
34567.0 GOODS-S 1.7545 11.01 3.126159517800042e-05
35444.0 GOODS-S 1.4934 11.25 3.180427382042724e-06
36095.0 GOODS-S 1.9576 11.45 2.484797881200073e-06
38092.0 GOODS-S 0.6684 11.1 1.2474861825749311e-05
38786.0 GOODS-S 0.6611 11.24 7.907468822397152e-06
39012.0 GOODS-S 1.6573 11.09 1.5081650912431246e-05
39208.0 GOODS-S 1.9643 11.17 4.0363733959445495e-06
39364.0 GOODS-S 1.697 11.12 2.7420611805633578e-05
39568.0 GOODS-S 2.1861 11.15 1.0144869082578333e-05
40597.0 GOODS-S 1.2385 11.01 8.980731440522352e-06
41148.0 GOODS-S 1.6965 11.08 3.517137601823332e-05
41181.0 GOODS-S 2.0914 11.13 7.720090034312668e-06
42113.0 GOODS-S 1.648 11.18 0.00019851051465323208
42501.0 GOODS-S 1.8223 11.0 2.0932491878514154e-06
42607.0 GOODS-S 2.366 11.27 7.277603559578924e-06
42705.0 GOODS-S 1.9749 11.24 5.927485761910549e-06
42957.0 GOODS-S 1.8293 11.17 5.750612172269648e-06
43042.0 GOODS-S 1.4271 11.48 8.239429719232158e-06
12778.0 UDS 1.8125 11.17 9.863727539414275e-06
13108.0 UDS 2.1073 11.27 6.63338171841434e-06
13526.0 UDS 2.4909 11.06 2.360533954672802e-06
13952.0 UDS 2.1183 11.07 1.1905839022036015e-05
14152.0 UDS 1.4208 11.03 4.4898424836905465e-05
14409.0 UDS 2.1679 11.17 1.2145550189313733e-05
14723.0 UDS 1.9221 11.5 5.40991953659716e-05
14854.0 UDS 1.2076 11.16 4.946746766348969e-06
14996.0 UDS 2.069 11.2 1.5757244507770125e-05
15270.0 UDS 1.8066 11.07 4.4149274327416205e-05
15598.0 UDS 2.4129 11.01 5.6199784392302335e-06
16074.0 UDS 0.6399 11.2 5.505102309520043e-05
16145.0 UDS 0.6625 11.18 9.129653869943128e-05
16239.0 UDS 1.1919 11.12 3.188525930836461e-06
17327.0 UDS 0.6323 11.0 0.00011724885106030758
17475.0 UDS 0.6414 11.04 8.935709778654957e-05
17838.0 UDS 2.0078 11.21 3.1763953618878877e-06
17879.0 UDS 1.0692 11.08 1.5475546199901646e-05
17913.0 UDS 2.1085 11.0 9.106954631145572e-06
18619.0 UDS 0.6518 11.09 3.704152290089046e-05
19003.0 UDS 0.9127 11.47 7.477218069573311e-05
19068.0 UDS 2.18 11.16 7.993040649181386e-06
19708.0 UDS 1.6303 11.27 8.320806904047072e-06
19765.0 UDS 1.0632 11.22 4.164058679397496e-05
19954.0 UDS 1.2224 11.02 4.607033225561776e-06
20694.0 UDS 2.2565 11.29 1.2813294297803528e-05
20770.0 UDS 2.1049 11.2 7.115031489396662e-06
20917.0 UDS 1.5084 11.11 2.7335073831540337e-05
21031.0 UDS 1.5594 11.04 9.223315787573104e-06
21513.0 UDS 1.3693 11.18 3.978853329598693e-05
21533.0 UDS 0.919 11.06 2.0353732177675016e-05
21665.0 UDS 1.9841 11.01 1.1217982745869286e-05
21998.0 UDS 2.1106 11.06 4.311191876047109e-06
22227.0 UDS 2.3757 11.11 1.3602473590678505e-05
22480.0 UDS 1.6014 11.06 1.2260846456506534e-05
22685.0 UDS 2.0486 11.33 4.76077966589312e-06
23692.0 UDS 2.1635 11.6 9.869208700638426e-06
23701.0 UDS 0.9625 11.07 2.6937438463985968e-05
24953.0 UDS 1.3604 11.1 1.4853119525069777e-05
25206.0 UDS 1.9795 11.24 1.6168384344284726e-05
25630.0 UDS 1.7836 11.26 1.3246471039735762e-05
26552.0 UDS 1.1074 11.22 6.521742872841785e-06
26875.0 UDS 1.4299 11.06 1.4112001692606082e-05
27672.0 UDS 2.0042 11.27 1.2415044066931868e-05
28087.0 UDS 2.0839 11.34 8.096834204882838e-06
28773.0 UDS 1.4744 11.33 1.3856380883623944e-05
28791.0 UDS 1.8607 11.1 1.3633495805274352e-05
29461.0 UDS 2.4403 11.62 5.853071800582968e-06
30057.0 UDS 1.0408 11.09 4.039041163916419e-06
30133.0 UDS 1.8364 11.08 8.249160174961092e-06
30192.0 UDS 1.225 11.2 3.5869561676359757e-06
30196.0 UDS 2.4586 11.28 2.2805038257941556e-05
30255.0 UDS 1.409 11.04 2.4346416108863146e-05
30402.0 UDS 1.36 11.0 1.0709455418047106e-05
