id field z lmass radius1 radius2 radius3 radius4 radius5 radius6 radius7 radius8 radius9 radius10 radius11 radius12 radius13 rand1 rand2 rand3 rand4 rand5 rand6 rand7 rand8 rand9 rand10 rand11 rand12 rand13
6691.0 AEGIS 1.3859 11.23 0.0 0.0 0.0 0.0 0.0 0.0 1.0089743434115216e-05 6.0251988152494995e-06 9.594699409445058e-06 7.321127382227186e-06 8.363615577757082e-06 6.70967938368662e-06 4.880411040352105e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 3.0125994076247497e-06 0.0 6.5253526667677094e-06 8.553697749978833e-07 2.7368429065037527e-06 2.8368644421799783e-06
6880.0 AEGIS 1.5579 11.31 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 8.033598420332667e-06 1.0394257693565479e-05 9.23098669932993e-06 9.12394426664409e-06 7.86999987860987e-06 5.4829309218770555e-06 0.0 0.0001261217929264405 0.0 0.0 0.0 6.336072407391728e-06 1.261217929264402e-05 4.016799210166333e-06 0.0 9.151409227783983e-06 5.1005382879503415e-06 6.217804391273503e-06 3.815959249658024e-06
7601.0 AEGIS 1.6473 11.3 0.0 0.0 0.00020083996050831703 0.0001599116568240845 9.54929658551372e-05 6.336072407391728e-05 3.5314102019403255e-05 2.209239565591483e-05 1.679072396652885e-05 1.9416903057211233e-05 1.5966902466627157e-05 1.2612179292644022e-05 6.567466708621968e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 3.783653787793206e-06 1.556509693939454e-05 8.99503069635474e-06 0.0 5.4173419083199275e-06 3.960224297890223e-06 4.463668122297347e-06
7771.0 AEGIS 1.2838 11.04 0.0 0.0 0.0 0.0 0.0 0.0 2.0179486868230432e-05 1.2050397630498999e-05 1.1993374261806322e-05 7.957747154594767e-06 6.589515303687398e-06 6.810576818027772e-06 5.362426945572065e-06 0.0003168036203695867 0.0 0.0 0.0 7.957747154594767e-06 9.504108611087591e-06 7.567307575586412e-06 2.0083996050831666e-06 0.0 1.1140846016432675e-06 6.019268787022142e-06 2.1314583004568398e-06 4.157387182522163e-06
8635.0 AEGIS 2.1979 11.16 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 4.016799210166333e-06 8.795141125324635e-06 6.366197723675814e-06 7.223122544426571e-06 5.852051191786827e-06 3.3741113365397265e-06 0.0 0.0 0.0 0.0 0.0 6.336072407391728e-06 0.0 5.020999012707916e-06 6.196576701933266e-06 4.695070821210913e-06 1.8691413601805598e-06 4.300753138791611e-06 4.036883206217173e-06
8646.0 AEGIS 1.6606 11.05 0.0 0.0 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 2.534428962956691e-05 2.0179486868230432e-05 3.0125994076247496e-05 1.9988957103010537e-05 1.9735212943395024e-05 1.824788853328818e-05 1.0896922908844435e-05 6.3264587560119874e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 1.261217929264402e-05 8.535698321603458e-06 8.19547241223432e-06 7.241549910681238e-06 5.60742408054168e-06 2.358477527724432e-06 2.861969437243518e-06
8705.0 AEGIS 0.9738 11.14 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 2.0083996050831666e-06 3.1982331364816857e-06 4.45633840657307e-06 4.055086340730706e-06 4.691730696863576e-06 3.936463225963014e-06 0.0 0.0 5.020999012707926e-05 0.0 0.0 3.168036203695864e-06 5.044871717057608e-06 1.0041998025415833e-06 1.9988957103010535e-07 0.0 5.353981184246011e-06 2.0431730454083314e-06 2.395016529061681e-06
8838.0 AEGIS 1.2926 11.26 0.0 0.0 0.0 0.0 6.366197723675813e-05 2.534428962956691e-05 1.5134615151172825e-05 1.4058797235582165e-05 1.0394257693565479e-05 9.23098669932993e-06 7.856729785165744e-06 7.0628204038806525e-06 5.221838973216244e-06 0.0 0.0 0.0 0.0 0.0 6.336072407391728e-06 5.044871717057608e-06 6.527298716520291e-06 2.798453994421475e-06 6.366197723675814e-06 1.1721733953674697e-06 6.255640929151435e-06 2.9623894174976766e-06
9128.0 AEGIS 2.1277 11.32 0.0 0.0 0.0 0.0 0.0 0.0 1.0089743434115216e-05 1.0041998025415833e-05 8.795141125324635e-06 7.002817496043395e-06 5.955908062948224e-06 5.398012737251641e-06 4.538983107487965e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 0.0 8.828525504850814e-06 1.5062997038123749e-06 0.0 9.071831756238035e-06 4.561972133322045e-06 2.5854967549920246e-06 2.0937565882992053e-06
9849.0 AEGIS 0.7366 11.49 0.0012672144814783468 0.000504487171705762 0.00040167992101663405 0.00023986748523612678 0.00015915494309189535 0.00010137715851826765 6.05384606046913e-05 4.619319091691283e-05 3.438100621717812e-05 1.9098593171027442e-05 1.2165259022192119e-05 8.626730636168512e-06 5.543182910029551e-06 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.510499506353958e-06 0.0 3.183098861837907e-06 8.078492319424455e-06 2.358477527724432e-06 3.901316232874059e-06
9870.0 AEGIS 2.3936 11.07 0.0 0.0 0.0 7.995582841204225e-05 3.183098861837907e-05 3.8016434444350364e-05 1.5134615151172825e-05 1.6067196840665333e-05 8.795141125324635e-06 7.639437268410976e-06 6.462793855539563e-06 7.819551161439294e-06 5.462846925826224e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 6.336072407391728e-06 2.522435858528804e-06 1.0041998025415833e-05 1.7990061392709482e-06 2.466901617924378e-06 4.181807788878541e-06 3.0521473888198533e-06 3.7306022664419893e-06
10466.0 AEGIS 0.7722 11.23 0.0 0.0 0.0 0.0001599116568240845 6.366197723675813e-05 3.8016434444350364e-05 2.522435858528804e-05 1.2050397630498999e-05 1.1993374261806322e-05 9.549296585513721e-06 6.716236751835232e-06 6.406987080663164e-06 4.016799210166341e-06 0.0 0.0 0.0 1.9988957103010564e-05 0.0 0.0 2.522435858528804e-06 4.016799210166333e-06 2.9983435654515805e-06 4.854225764302808e-06 2.7245111351784433e-06 4.792628131204728e-06 3.750686262492821e-06
10755.0 AEGIS 2.1407 11.05 0.0012672144814783468 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 1.2672144814783456e-05 1.0089743434115216e-05 4.016799210166333e-06 7.196024557083793e-06 6.684507609859605e-06 7.476565440722239e-06 6.911474252368924e-06 4.5590671035387975e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 6.336072407391728e-06 1.261217929264402e-06 3.0125994076247497e-06 3.7979018495720017e-06 1.7507043740108488e-06 1.5523377398109734e-06 1.7657051009701631e-06 2.520541504379379e-06
10858.0 AEGIS 1.8128 11.01 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 4.016799210166333e-06 3.997791420602107e-06 4.774648292756861e-06 6.589515303687398e-06 5.751153757445674e-06 4.016799210166341e-06 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 1.5062997038123749e-06 2.5985644233913697e-06 6.923240024497448e-06 1.004267476571589e-05 3.884551222134359e-06 1.8326646396383933e-06
10893.0 AEGIS 2.4883 11.05 0.0 0.0 0.0 0.0 0.0 0.0 2.0179486868230432e-05 1.4058797235582165e-05 1.1993374261806322e-05 8.594366926962348e-06 9.12394426664409e-06 8.374487050315631e-06 5.944862831046185e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 6.336072407391728e-06 0.0 6.527298716520291e-06 1.1993374261806322e-06 1.2732395447351628e-06 1.932502084254477e-06 5.637644143811878e-06 2.395016529061681e-06
11022.0 AEGIS 1.2693 11.1 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 1.5134615151172825e-05 1.4058797235582165e-05 1.0394257693565479e-05 8.91267681314614e-06 9.630830059235428e-06 7.567307575586413e-06 4.639403087742124e-06 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 2.510499506353958e-06 1.7990061392709482e-06 0.0 1.774100274069684e-06 5.107932613520829e-06 3.2636493582601523e-06
11039.0 AEGIS 0.7598 11.11 0.0 0.0 0.0 7.995582841204225e-05 3.183098861837907e-05 1.2672144814783456e-05 5.044871717057608e-06 8.033598420332667e-06 1.11938159776859e-05 9.549296585513721e-06 7.730008337017909e-06 5.599807605933946e-06 3.7356232654546973e-06 0.0 0.0 0.0 0.0 0.0 0.0 3.783653787793206e-06 5.020999012707916e-06 8.795141125324635e-06 4.3767609350271224e-06 3.833323806471996e-06 3.392676229721242e-06 8.385068351222237e-07
11465.0 AEGIS 1.6904 11.27 0.0 0.0 0.0 0.0 3.183098861837907e-05 2.534428962956691e-05 1.5134615151172825e-05 1.80755964457485e-05 1.679072396652885e-05 1.400563499208679e-05 9.884272955531096e-06 8.172692181633326e-06 5.603434898182046e-06 0.0 0.0 0.0 0.0 0.0 0.0 2.522435858528804e-06 1.4560897136852957e-05 6.196576701933266e-06 4.854225764302808e-06 4.593652495359003e-06 1.2612179292644022e-06 5.518077914966011e-06
11730.0 AEGIS 1.9842 11.1 0.0 0.0 0.0 7.995582841204225e-05 6.366197723675813e-05 2.534428962956691e-05 1.5134615151172825e-05 1.0041998025415833e-05 1.2792932545926743e-05 1.1459155902616464e-05 1.0898044540713773e-05 8.576281918997935e-06 4.35822714303048e-06 0.0 0.0001261217929264405 0.0 0.0 0.0 0.0 1.261217929264402e-06 4.518899111437125e-06 5.996687130903161e-07 6.2866202521298665e-06 2.027543170365353e-06 2.7368429065037527e-06 3.926421227937599e-06
11773.0 AEGIS 2.023 11.12 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 7.995582841204214e-07 4.138028520389279e-06 5.322300822209052e-06 4.489935828181272e-06 4.318059150928817e-06 0.0 0.0 5.020999012707926e-05 1.9988957103010564e-05 7.957747154594767e-06 0.0 2.522435858528804e-06 4.518899111437125e-06 4.1976809916322125e-06 2.38732414637843e-07 2.312666428697981e-06 3.6575319948667666e-06 3.3138593483872313e-06
11880.0 AEGIS 2.4587 11.46 0.0 0.0 0.0 0.0 0.0 0.0 0.0 4.016799210166333e-06 3.1982331364816857e-06 8.594366926962348e-06 7.476565440722239e-06 7.113269121051229e-06 5.2017549771654115e-06 0.0 0.0001261217929264405 0.0 0.0 0.0 9.504108611087591e-06 1.0089743434115216e-05 3.0125994076247497e-06 1.1993374261806322e-06 3.1035213902919594e-06 9.504108611087593e-08 6.77274028014984e-06 3.5849932950734597e-06
11966.0 AEGIS 0.8009 11.21 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 5.044871717057608e-06 6.0251988152494995e-06 7.995582841204215e-06 7.321127382227186e-06 5.82918661480039e-06 5.095320434228185e-06 3.1130193878789142e-06 0.0 0.0 0.0 0.0 0.0 0.0 8.828525504850814e-06 3.0125994076247497e-06 3.5980122785418965e-06 4.695070821210913e-06 0.0 1.9044390731892474e-06 3.6603082802640785e-06
12049.0 AEGIS 1.6531 11.27 0.0 0.0 0.0 0.0 0.0 0.0 1.0089743434115216e-05 2.209239565591483e-05 2.318719023949222e-05 2.355493157760051e-05 1.938838156661869e-05 1.3520256201714392e-05 6.8084746612319485e-06 0.0 0.0 0.0 1.9988957103010564e-05 7.957747154594767e-06 0.0 1.7657051009701627e-05 4.518899111437125e-06 3.1982331364816857e-06 8.037324626140714e-06 6.050949149059101e-06 3.468349305477106e-06 2.796696450078315e-06
12219.0 AEGIS 1.5263 11.11 0.0 0.0 0.0 0.0 0.0 1.2672144814783456e-05 1.0089743434115216e-05 1.0041998025415833e-05 1.679072396652885e-05 1.2095775674984046e-05 9.884272955531096e-06 7.819551161439294e-06 5.06116700480959e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 3.168036203695864e-06 6.30608964632201e-06 1.0041998025415833e-05 4.997239275752634e-06 4.854225764302808e-06 3.801643444435037e-07 2.396314065602364e-06 4.162408181534871e-06
12479.0 AEGIS 2.2208 11.21 0.0 0.0 0.0 0.0 3.183098861837907e-05 1.2672144814783456e-05 1.0089743434115216e-05 4.016799210166333e-06 4.797349704722529e-06 1.1140846016432674e-05 1.0644601644418103e-05 8.12224346446275e-06 4.7398230679962825e-06 0.0 0.0 0.0 0.0 7.957747154594767e-06 0.0 8.828525504850814e-06 6.527298716520291e-06 1.1993374261806322e-06 2.705634032562221e-06 2.7878718592523605e-06 2.989086492356633e-06 2.3749325330108493e-06
13524.0 AEGIS 1.2076 11.05 0.0 0.0 0.0 0.0 3.183098861837907e-05 3.8016434444350364e-05 2.522435858528804e-05 1.80755964457485e-05 1.599116568240843e-05 1.3687325105903e-05 1.165837322960078e-05 8.828525504850815e-06 5.703854878436205e-06 0.0 0.0 0.0 0.0 0.0 0.0 1.261217929264402e-06 3.5146993088955413e-06 2.3986748523612645e-06 4.933803235848756e-06 6.969679648130901e-07 3.6953685327446987e-06 2.3498275379473096e-06
13572.0 AEGIS 0.9932 11.21 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 6.0251988152494995e-06 6.396466272963371e-06 9.549296585513721e-06 8.363615577757082e-06 6.205192211980859e-06 3.53478330494638e-06 0.0 0.0 0.0 0.0 0.0 0.0 2.522435858528804e-06 5.523098913978708e-06 3.7979018495720017e-06 5.490845536670389e-06 3.6115612722132854e-06 3.5187980226476824e-06 3.4946153128447168e-06
14012.0 AEGIS 1.383 11.1 0.0 0.0 0.0 0.0 0.0 0.0 1.0089743434115216e-05 1.0041998025415833e-05 7.196024557083793e-06 8.276057040778557e-06 9.757551507383261e-06 6.608781949345467e-06 3.554867300997212e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 0.0 6.0251988152494995e-06 3.5980122785418965e-06 4.535915878119018e-06 8.61705847405275e-06 5.4736858130075054e-06 1.0594307916813725e-06
14056.0 AEGIS 1.307 11.05 0.0 0.0 0.0 0.0 0.0 0.0 5.044871717057608e-06 6.0251988152494995e-06 7.196024557083793e-06 7.639437268410976e-06 6.716236751835232e-06 5.80160247461625e-06 4.518899111437134e-06 0.0 0.0 0.0 3.997791420602113e-05 0.0 9.504108611087591e-06 0.0 5.523098913978708e-06 0.0 4.774648292756861e-06 2.2809860666610223e-06 4.199855704450459e-06 2.997536410586632e-06
14495.0 AEGIS 1.5693 11.11 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 1.1993374261806322e-05 8.594366926962348e-06 1.0391158748122435e-05 9.131217807874272e-06 6.908894641486107e-06 0.0 0.0 0.0 0.0 0.0 1.9008217222175182e-05 7.567307575586412e-06 4.016799210166333e-06 7.995582841204215e-06 0.0 4.086766702767665e-06 2.358477527724432e-06 2.801717449091023e-06
14499.0 AEGIS 1.1901 11.02 0.0 0.0 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 5.068857925913382e-05 3.5314102019403255e-05 2.209239565591483e-05 1.599116568240843e-05 1.336901521971921e-05 1.051788019627027e-05 8.223140898803903e-06 5.523098913978719e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 0.0 1.1548297729228207e-05 4.597460133692423e-06 6.207042780583919e-06 5.765825890726473e-06 3.405288409013886e-06 3.615119289149707e-06
14609.0 AEGIS 1.0734 11.03 0.0 0.0 0.0 0.0 0.0 0.0 0.0 0.0 6.396466272963371e-06 5.729577951308232e-06 6.209350959243894e-06 6.911474252368924e-06 4.820159052199609e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 0.0 8.535698321603458e-06 2.3986748523612645e-06 3.899296105751436e-06 3.1363558416589056e-06 1.1098717777526739e-06 3.831022246696148e-06
14885.0 AEGIS 0.6855 11.21 0.0 0.0 0.00020083996050831703 7.995582841204225e-05 9.54929658551372e-05 3.8016434444350364e-05 2.522435858528804e-05 1.2050397630498999e-05 7.196024557083793e-06 7.002817496043395e-06 7.349843992574405e-06 6.911474252368924e-06 4.579151099589629e-06 0.0 0.0 0.0 0.0 0.0 6.336072407391728e-06 1.261217929264402e-06 4.016799210166333e-06 6.5963558439934766e-06 2.3077466748324827e-06 4.340209599063334e-06 4.679118517570932e-06 2.927242424408721e-06
15088.0 AEGIS 1.9591 11.37 0.0 0.000504487171705762 0.00020083996050831703 7.995582841204225e-05 3.183098861837907e-05 2.534428962956691e-05 2.522435858528804e-05 1.6067196840665333e-05 1.2792932545926743e-05 1.5915494309189534e-05 1.2798866262931291e-05 9.433910110897728e-06 4.719739071945451e-06 0.0 0.0 0.0 0.0 0.0 0.0 2.522435858528804e-06 2.510499506353958e-06 9.994478551505268e-07 2.5464790894703256e-06 2.376027152771898e-06 4.073733911524019e-06 3.4343633246922216e-06
15593.0 AEGIS 0.8276 11.13 0.0 0.0 0.0 0.0 0.0 0.0 0.0 2.0083996050831666e-06 8.795141125324635e-06 7.321127382227186e-06 6.462793855539563e-06 5.952948626127978e-06 3.4946153128447168e-06 0.0 0.0 0.0 0.0 0.0 0.0 2.522435858528804e-06 6.0251988152494995e-06 3.5980122785418965e-06 2.3077466748324827e-06 4.245168512952458e-06 2.9260255958934133e-06 2.1489875774389924e-06
15669.0 AEGIS 0.7818 11.02 0.0 0.0 0.0 0.0 0.0 0.0 2.0179486868230432e-05 2.209239565591483e-05 1.4392049114167586e-05 1.400563499208679e-05 1.0898044540713773e-05 8.071794747292175e-06 5.041083008758758e-06 0.0 0.0 0.0 0.0 0.0 3.168036203695864e-06 2.522435858528804e-06 2.0083996050831666e-06 1.9988957103010535e-07 7.002817496043395e-06 1.8691413601805598e-06 3.1025961059904296e-06 2.9021374293451814e-06
